0,50.463684
1,48.564457
2,49.637957
3,72.458751
4,28.439458
5,45.602734
6,27.853235
7,39.099116
8,58.081704
9,21.833270
10,50.062668
11,48.526686
12,51.405404
13,73.819586
14,35.757823
15,77.547435
16,7.984415
17,30.234581
18,60.098773
19,16.140772
20,15.883329
21,50.835466
22,50.605205
23,51.078696
24,77.167529
25,27.716889
26,45.018547
27,30.611822
28,41.161688
29,62.938027
30,21.551957
31,52.509862
32,52.592314
33,55.434782
34,82.157131
35,38.814889
36,90.157461
37,16.933433
38,28.659958
39,66.176968
40,13.539378
41,21.122634
42,12.470074
43,52.493967
44,54.256505
45,53.507873
46,83.916807
47,26.526786
48,43.333724
49,33.956959
50,42.770511
51,67.515466
52,19.591400
53,52.138118
54,54.336731
55,55.253873
56,85.267366
57,32.285802
58,72.883085
59,12.567483
60,37.465934
61,73.469583
62,15.524247
63,22.264466
64,54.945252
65,58.647826
66,57.208243
67,92.536693
68,26.891036
69,44.255421
70,38.495965
71,46.790472
72,75.817381
73,19.924068
74,56.784254
75,61.101211
76,61.782816
77,98.193152
78,35.846154
79,86.270546
80,10.763141
81,39.389274
82,85.213324
83,14.384367
84,29.984557
85,16.157730
86,59.701556
87,65.978136
88,63.053693
89,105.362099
90,27.273476
91,44.671503
92,44.521161
93,51.277556
94,85.424683
95,19.003095
96,59.717202
97,66.765097
98,65.410050
99,107.855058
100,31.623095
101,74.258050
102,28.948529
103,50.373666
104,97.881337
105,16.718753
106,33.291263
107,65.933993
108,75.159375
109,71.192079
110,122.376205
111,29.427111
112,48.059921
113,53.090532
114,59.424183
115,101.399832
116,20.438047
117,69.093635
118,79.681423
119,77.772647
120,131.773015
121,37.454368
122,94.058403
123,27.475335
124,57.496729
125,121.400008
126,17.221743
127,46.881181
128,23.839698
129,76.551057
130,90.707250
131,84.306624
132,149.786441
133,32.408348
134,51.560768
135,66.102312
136,70.492820
137,123.673582
138,20.889653
139,78.866192
140,94.807189
141,89.786720
142,158.054832
143,35.537409
144,85.492986
145,62.026069
146,78.658004
147,152.160790
148,21.684267
149,57.325203
150,93.789376
151,114.352324
152,105.648598
153,192.811027
154,39.451077
155,61.328931
156,87.697878
157,91.373266
158,164.339736
159,25.105904
160,102.340129
161,127.389817
162,120.044299
163,218.022467
164,45.722877
165,113.751132
166,88.282865
167,110.309828
168,221.286837
169,28.913125
170,91.115902
171,45.451988
172,130.867947
173,165.095063
174,150.931251
175,283.839081
176,54.638587
177,80.866650
178,132.811021
179,134.239645
180,248.238374
181,33.574392
182,148.711923
183,193.045045
184,179.282850
185,338.154285
186,61.664785
187,144.098341
188,176.406368
189,186.957499
190,366.036662
191,46.851647
192,154.323379
193,219.675571
194,290.025269
195,267.466677
196,525.101687
197,99.056829
198,140.968622
199,267.336092
200,270.013691
201,523.741229
202,67.242397
203,322.294207
204,447.454705
205,426.706352
206,862.939128
207,153.925478
208,359.761808
209,573.907191
210,613.900271
211,1308.322854
212,176.685944
213,705.195602
214,397.130063
215,1209.413912
216,2005.419822
217,2407.032527
218,7406.298371
219,3246.116569
220,7830.591178
221,4093.180116
222,2179.611861
223,2856.033823
224,250.590388
225,932.845095
226,1055.326205
227,796.886373
228,1351.461441
229,188.545187
230,317.352626
231,562.261920
232,460.549780
233,801.853273
234,86.122034
235,290.482606
236,324.801332
237,410.033844
238,335.178839
239,624.454171
240,102.127424
241,108.519386
242,245.113179
243,212.924484
244,389.530765
245,41.950856
246,181.136299
247,242.453387
248,201.607489
249,386.111623
250,58.244312
251,81.972203
252,224.786213
253,180.929823
254,327.630439
255,36.717044
256,133.294804
257,61.246278
258,134.227300
259,179.094490
260,148.890095
261,290.113009
262,48.429892
263,46.431636
264,122.703295
265,105.952713
266,200.364655
267,22.255997
268,92.525906
269,129.150888
270,107.298615
271,212.324275
272,33.169142
273,40.021953
274,129.478948
275,101.973853
276,187.529480
277,20.972942
278,79.136516
279,81.807949
280,113.289239
281,94.177236
282,189.135275
283,32.180959
284,26.671668
285,83.215611
286,70.687932
287,137.214524
288,16.137000
289,61.679414
290,89.779705
291,73.798862
292,151.340810
293,25.911472
294,17.835491
295,109.359448
296,80.146154
297,144.636845
298,16.324401
299,62.646760
300,28.946769
301,58.262438
302,82.583953
303,68.094903
304,139.188280
305,24.080418
306,17.240134
307,61.913263
308,51.601779
309,101.587080
310,12.568582
311,44.339763
312,66.141770
313,53.873161
314,112.287657
315,19.852839
316,13.070642
317,78.036375
